,text,labels,split
60,"indomethacin - induced renal insufficiency : recurrence on rechallenge . we have reported a case of acute oliguric renal failure with hyperkalemia in a patient with cirrhosis , ascites , and cor pulmonale after indomethacin therapy . prompt restoration of renal function followed drug withdrawal , while re - exposure to a single dose of indomethacin caused recurrence of acute reversible oliguria . our case supports the hypothesis that endogenous renal prostaglandins play a role in the maintenance of renal blood flow when circulating plasma volume is diminished . since nonsteroidal anti - inflammatory agents interfere with this compensatory mechanism and may cause acute renal failure , they should be used with caution in such patients .","I-CH,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,I-DI,O,O,O,O,I-DI,O,I-DI,O,O,I-DI,I-DI,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O",train
61,"ranitidine - induced acute interstitial nephritis in a cadaveric renal allograft . ranitidine frequently is used for preventing peptic ulceration after renal transplantation . this drug occasionally has been associated with acute interstitial nephritis in native kidneys . there are no similar reports with renal transplantation . we report a case of ranitidine - induced acute interstitial nephritis in a recipient of a cadaveric renal allograft presenting with acute allograft dysfunction within 48 hours of exposure to the drug . the biopsy specimen showed pathognomonic features , including eosinophilic infiltration of the interstitial compartment . allograft function improved rapidly and returned to baseline after stopping the drug .","I-CH,O,O,O,I-DI,I-DI,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",train
62,"support for adrenaline - hypertension hypothesis : 18 hour pressor effect after 6 hours adrenaline infusion . in a double blind , crossover study 6 h infusions of adrenaline ( 15 ng / kg / min ; 1 ng = 5.458 pmol ) , noradrenaline ( 30 ng / kg / min ; 1 ng = 5.911 pmol ) , and a 5 % dextrose solution ( 5.4 ml / h ) , were given to ten healthy volunteers in random order 2 weeks apart . by means of intra - arterial ambulatory monitoring the haemodynamic effects were followed for 18 h after the infusions were stopped . adrenaline , but not noradrenaline , caused a delayed and protracted pressor effect . over the total postinfusion period systolic and diastolic arterial pressure were 6 ( sem 2 ) % and 7 ( 2 ) % , respectively , higher than after dextrose infusion ( anova , p less than 0.001 ) . thus , "" stress "" levels of adrenaline ( 230 pg / ml ) for 6 h cause a delayed and protracted pressor effect . these findings are strong support for the adrenaline - hypertension hypothesis in man .","O,O,I-CH,O,I-DI,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-DI,O,O,O,O",test
63,"variant ventricular tachycardia in desipramine toxicity . we report a case of variant ventricular tachycardia induced by desipramine toxicity . unusual features of the arrhythmia are repetitive group beating , progressive shortening of the r - r interval , progressive widening of the qrs complex with eventual failure of intraventricular conduction , and changes in direction of the qrs axis . recognition of variant ventricular tachycardia is important because therapy differs from that of classic ventricular tachycardia .","O,I-DI,I-DI,O,I-CH,I-DI,O,O,O,O,O,O,O,I-DI,I-DI,O,O,I-CH,I-DI,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O",train
64,"torsade de pointes ventricular tachycardia during low dose intermittent dobutamine treatment in a patient with dilated cardiomyopathy and congestive heart failure . the authors describe the case of a 56 - year - old woman with chronic , severe heart failure secondary to dilated cardiomyopathy and absence of significant ventricular arrhythmias who developed qt prolongation and torsade de pointes ventricular tachycardia during one cycle of intermittent low dose ( 2.5 mcg / kg per min ) dobutamine . this report of torsade de pointes ventricular tachycardia during intermittent dobutamine supports the hypothesis that unpredictable fatal arrhythmias may occur even with low doses and in patients with no history of significant rhythm disturbances . the mechanisms of proarrhythmic effects of dubutamine are discussed .","I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,O,O,I-DI,I-DI,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,I-DI,I-DI,O,O,O,O,I-DI,I-DI,O,O,I-DI,I-DI,O,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O",valid
65,"visual hallucinations associated with zonisamide . zonisamide is a broad - spectrum antiepileptic drug used to treat various types of seizures . although visual hallucinations have not been reported as an adverse effect of this agent , we describe three patients who experienced complex visual hallucinations and altered mental status after zonisamide treatment was begun or its dosage increased . all three had been diagnosed earlier with epilepsy , and their electroencephalogram ( eeg ) findings were abnormal . during monitoring , visual hallucinations did not correlate with eeg readings , nor did video recording capture any of the described events . none of the patients had experienced visual hallucinations before this event . the only recent change in their treatment was the introduction or increased dosage of zonisamide . with either discontinuation or decreased dosage of the drug the symptoms disappeared and did not recur . further observations and reports will help clarify this adverse effect . until then , clinicians need to be aware of this possible complication associated with zonisamide .","I-DI,I-DI,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O",train
66,"reversible myocardial hypertrophy induced by tacrolimus in a pediatric heart transplant recipient : case report . tacrolimus is a potent immunosuppressant that is frequently used in organ transplantation . however , adverse effects include cardiac toxicity . herein we describe transient myocardial hypertrophy induced by tacrolimus after heart transplantation . the hypertrophy caused no clinical symptoms but was noted because of elevation of plasma brain natriuretic peptide concentration and confirmed at echocardiography . initially , allograft rejection was feared ; however , myocardial biopsy samples revealed only interstitial edema and mild myocardial hypertrophy ; neither cellular nor humoral rejection was detected . the blood tacrolimus concentration was higher than usual at that time ; thus , tacrolimus dosage was reduced . myocardial hypertrophy completely resolved upon reducing the target concentration of tacrolimus and did not recur , as confirmed at echocardiography and myocardial biopsy . thus , we conclude that tacrolimus induces reversible myocardial hypertrophy . in patients receiving tacrolimus therapy , blood concentration should be carefully controlled and extreme attention paid to cardiac involvement .","O,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
67,"busulfan - induced hemorrhagic cystitis . a case of a busulfan - induced hemorrhage cystitis is reported . spontaneous resolution occurred following cessation of the drug . the similarity between the histologic appearances of busulfan cystitis and both radiation and cyclophosphamide - induced cystitis is discussed and the world literature reviewed . in view of the known tendency of busulfan to induce cellular atypia and carcinoma in other sites , periodic urinary cytology is suggested in patients on long - term therapy .","I-CH,O,O,I-DI,I-DI,O,O,O,O,O,I-CH,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-DI,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",train
68,"cardiovascular risk with cyclooxygenase inhibitors : general problem with substance specific differences ? randomised clinical trials and observational studies have shown an increased risk of myocardial infarction , stroke , hypertension and heart failure during treatment with cyclooxygenase inhibitors . adverse cardiovascular effects occurred mainly , but not exclusively , in patients with concomitant risk factors . cyclooxygenase inhibitors cause complex changes in renal , vascular and cardiac prostanoid profiles thereby increasing vascular resistance and fluid retention . the incidence of cardiovascular adverse events tends to increase with the daily dose and total exposure time . a comparison of individual selective and unselective cyclooxygenase inhibitors suggests substance - specific differences , which may depend on differences in pharmacokinetic parameters or inhibitory potency and may be contributed by prostaglandin - independent effects . diagnostic markers such as n - terminal pro brain natriuretic peptide ( nt - probnp ) or high - sensitive c - reactive protein might help in the early identification of patients at risk , thus avoiding the occurrence of serious cardiovascular toxicity .","O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,I-DI,O,I-DI,O,I-DI,I-DI,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,I-CH,I-CH,I-CH,I-CH,O,I-CH,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O",dev
69,"seizures associated with levofloxacin : case presentation and literature review . purpose : we present a case of a patient who developed seizures shortly after initiating treatment with levofloxacin and to discuss the potential drug - drug interactions related to the inhibition of cytochrome p450 ( cyp ) 1a2 in this case , as well as in other cases , of levofloxacin - induced seizures . methods : several biomedical databases were searched including medline , cochrane and ovid . the main search terms utilized were case report and levofloxacin . the search was limited to studies published in english . results : six cases of levofloxacin - induced seizures have been reported in the literature . drug - drug interactions related to the inhibition of cyp1a2 by levofloxacin are likely involved in the clinical outcome of these cases . conclusions : clinicians are exhorted to pay close attention when initiating levofloxacin therapy in patients taking medications with epileptogenic properties that are cyp1a2 substrates .","I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
70,intravascular hemolysis and acute renal failure following intermittent rifampin therapy . renal failure is a rare complication associated with the use of rifampin . intravascular hemolysis leading to acute renal failure following rifampin therapy is extremely rare . two patients with leprosy who developed hemolysis and acute renal failure following rifampin are reported .,"O,I-DI,O,I-DI,I-DI,I-DI,O,O,I-CH,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,I-DI,I-DI,I-DI,O,I-CH,O,O,O,O,O,O,O,O,I-DI,O,O,I-DI,O,I-DI,I-DI,I-DI,O,I-CH,O,O,O",test
71,"1,3 - butadiene , cml and the t ( 9:22 ) translocation : a reality check . unassigned : epidemiological studies of 1,3 - butadiene have suggest that exposures to humans are associated with chronic myeloid leukemia ( cml ) . cml has a well - documented association with ionizing radiation , but reports of associations with chemical exposures have been questioned . ionizing radiation is capable of inducing the requisite cml - associated t ( 9:22 ) translocation ( philadelphia chromosome ) in appropriate cells in vitro but , thus far , chemicals have not shown this capacity . we have proposed that 1,3 - butadiene metabolites be so tested as a reality check on the epidemiological reports . in order to conduct reliable testing in this regard , it is essential that a positive control for induction be available . we have used ionizing radiation to develop such a control . results described here demonstrate that this agent does in fact induce pathogenic t ( 9:22 ) translocations in a human myeloid cell line in vitro , but does so at low frequencies . conditions that will be required for studies of 1,3 - butadiene are discussed .","I-CH,I-CH,I-CH,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,I-CH,I-CH,O,O,O",test
72,"cocaine - induced mood disorder : prevalence rates and psychiatric symptoms in an outpatient cocaine - dependent sample . this paper attempts to examine and compare prevalence rates and symptom patterns of dsm substance - induced and other mood disorders . 243 cocaine - dependent outpatients with cocaine - induced mood disorder ( cimd ) , other mood disorders , or no mood disorder were compared on measures of psychiatric symptoms . the prevalence rate for cimd was 12 % at baseline . introduction of the dsm - iv diagnosis of cimd did not substantially affect rates of the other depressive disorders . patients with cimd had symptom severity levels between those of patients with and without a mood disorder . these findings suggest some validity for the new dsm - iv diagnosis of cimd , but also suggest that it requires further specification and replication .","I-CH,O,O,I-DI,I-DI,O,O,O,O,I-DI,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,I-CH,O,O,O,O,I-CH,O,O,I-DI,I-DI,O,I-DI,O,O,O,I-DI,I-DI,O,O,O,I-DI,I-DI,O,O,O,O,O,I-DI,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O",train
73,"bradycardia due to biperiden . in a 38 - year - old male patient suffering from a severe postzosteric trigeminal neuralgia , intravenous application of 10 mg biperiden lactate led to a long - lasting paradoxical reaction characterized by considerable bradycardia , dysarthria , and dysphagia . the heart rate was back to normal within 12 hours upon administration of orciprenaline under cardiac monitoring in an intensive care unit . bradycardia induced by biperiden is attributed to the speed of injection and to a dose - related dual effect of atropine - like drugs on muscarine receptors .","I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,I-CH,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,I-DI,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O",test
74,"central action of narcotic analgesics . part iv . noradrenergic influences on the activity of analgesics in rats . the effect of clonidine , naphazoline and xylometazoline on analgesia induced by morphine , codeine , fentanyl and pentazocine , and on cataleptic effect of morphine , codine and fentanyl was studied in rats . the biochemical assays on the influence of four analgesics on the brain concentration and turnover of noradrenaline ( na ) were also performed . it was found that three drugs stimulating central na receptors failed to affect the analgesic ed50 of all antinociceptive agents and they enhanced catalepsy induced by morphine and fentanyl . codeine catalepsy was increased by clonidine and decreased by naphazoline and xylometazoline . the brain concentration of na was not changed by morphine and fentanyl , but one of the doses of codeine ( 45 mg / kg ) slightly enhanced it . pentazocine dose - dependently decreased the brain level of na . the rate of na turnover was not altered by analgesics except for the higher dose of fentanyl ( 0.2 mg / kg ) following which the disappearance of na from the brain was diminished . the results are discussed in the light of various and non - uniform data from the literature . it is suggested that in rats the brain na plays a less important function than the other monoamines in the behavioural activity of potent analgesics .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,I-CH,O,O,O,O,I-CH,O,I-CH,O,I-CH,O,I-CH,O,O,O,I-DI,O,O,I-CH,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,I-CH,O,I-CH,O,I-CH,I-DI,O,O,O,I-CH,O,O,O,I-CH,O,I-CH,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O",test
75,linezolid - induced optic neuropathy . many systemic antimicrobials have been implicated to cause ocular adverse effects . this is especially relevant in multidrug therapy where more than one drug can cause a similar ocular adverse effect . we describe a case of progressive loss of vision associated with linezolid therapy . a 45 - year - old male patient who was on treatment with multiple second - line anti - tuberculous drugs including linezolid and ethambutol for extensively drug - resistant tuberculosis ( xdr - tb ) presented to us with painless progressive loss of vision in both eyes . color vision was defective and fundus examination revealed optic disc edema in both eyes . ethambutol - induced toxic optic neuropathy was suspected and tablet ethambutol was withdrawn . deterioration of vision occurred despite withdrawal of ethambutol . discontinuation of linezolid resulted in marked improvement of vision . our report emphasizes the need for monitoring of visual function in patients on long - term linezolid treatment .,"I-CH,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,I-DI,I-DI,I-DI,I-DI,I-DI,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,O,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O",test
76,"does hormone therapy for the treatment of breast cancer have a detrimental effect on memory and cognition ? a pilot study . this pilot study examines whether hormone therapy for breast cancer affects cognition . patients participating in a randomised trial of anastrozole , tamoxifen alone or combined ( atac ) ( n = 94 ) and a group of women without breast cancer ( n = 35 ) completed a battery of neuropsychological measures . compared with the control group , the patients were impaired on a processing speed task ( p = 0.032 ) and on a measure of immediate verbal memory ( p = 0.026 ) after controlling for the use of hormone replacement therapy in both groups . patient group performance was not significantly related to length of treatment or measures of psychological morbidity . the results showed specific impairments in processing speed and verbal memory in women receiving hormonal therapy for the treatment of breast cancer . verbal memory may be especially sensitive to changes in oestrogen levels , a finding commonly reported in studies of hormone replacement therapy in healthy women . in view of the increased use of hormone therapies in an adjuvant and preventative setting their impact on cognitive functioning should be investigated more thoroughly .","O,O,O,O,O,O,O,I-DI,I-DI,O,O,I-DI,I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O",dev
77,"cyclosporine and tacrolimus - associated thrombotic microangiopathy . the development of thrombotic microangiopathy ( tma ) associated with the use of cyclosporine has been well documented . treatments have included discontinuation or reduction of cyclosporine dose with or without concurrent plasma exchange , plasma infusion , anticoagulation , and intravenous immunoglobulin g infusion . however , for recipients of organ transplantation , removing the inciting agent is not without the attendant risk of precipitating acute rejection and graft loss . the last decade has seen the emergence of tacrolimus as a potent immunosuppressive agent with mechanisms of action virtually identical to those of cyclosporine . as a result , switching to tacrolimus has been reported to be a viable therapeutic option in the setting of cyclosporine - induced tma . with the more widespread application of tacrolimus in organ transplantation , tacrolimus - associated tma has also been recognized . however , literature regarding the incidence of the recurrence of tma in patients exposed sequentially to cyclosporine and tacrolimus is limited . we report a case of a living donor renal transplant recipient who developed cyclosporine - induced tma that responded to the withdrawal of cyclosporine in conjunction with plasmapheresis and fresh frozen plasma replacement therapy . introduction of tacrolimus as an alternative immunosuppressive agent resulted in the recurrence of tma and the subsequent loss of the renal allograft . patients who are switched from cyclosporine to tacrolimus or vice versa should be closely monitored for the signs and symptoms of recurrent tma .","I-CH,O,I-CH,O,O,I-DI,I-DI,O,O,O,O,I-DI,I-DI,O,I-DI,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,I-CH,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-DI,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O",train
78,"withdrawal - emergent rabbit syndrome during dose reduction of risperidone . rabbit syndrome ( rs ) is a rare extrapyramidal side effect caused by prolonged neuroleptic medication . here we present a case of withdrawal - emergent rs , which is the first of its kind to be reported . the patient developed rs during dose reduction of risperidone . the symptom was treated successfully with trihexyphenidyl anticholinergic therapy . the underlying mechanism of withdrawal - emergent rs in the present case may have been related to the pharmacological profile of risperidone , a serotonin - dopamine antagonist , suggesting the pathophysiologic influence of the serotonin system in the development of rs .","I-DI,I-DI,I-DI,I-DI,I-DI,O,O,O,O,I-CH,O,I-DI,I-DI,O,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,I-DI,O,O,O,O,I-CH,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,O,O,I-DI,I-DI,I-DI,I-DI,O,O,O,O,O,O,O,O,O,O,O,O,O,I-CH,O,O,I-CH,O,I-CH,O,O,O,O,O,O,O,O,I-CH,O,O,O,O,O,I-DI,O",train
